Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
WAp79L,25-34 years old,Less than 1,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,"Granulated Sugar, Honey",True,False,True,False,False,False,False,False,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,5.0,4.0,"Pineapple
Grass Skirts
Hula",4.0,2.0,5.0,"Roasted Brazil Nuts
Smokey and Oaky
Woodland Campfire",2.0,2.0,1.0,"Swamp Lite
Shrek Sweat
Peanut Butter",3.0,5.0,3.0,"Raspberry Lime Tonic Water
Fermented Fruit
Fruity Coffee Tea",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$6-$8,$6-$8,No,$50-$100,Yes,Male,,Some college or associate's degree,Other (please specify),Caucasian ,,,
1rbQAL,55-64 years old,2,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,4.0,3.0,4.0,5.0,"Creamy, banana, earthy, maple",4.0,3.0,5.0,"Chocolate, grassy. Improved greatly at room temperature ",4.0,2.0,2.0,"Thin, muted",3.0,3.0,3.0,Fruity,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,3,No affiliation
EPbpKr,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,4.0,4.0,Light and calm,3.0,3.0,3.0,Nutty,4.0,2.0,2.0,Nutty as well more bitter,2.0,4.0,5.0,Sweet,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$15-$20,Yes,$20-$50,Yes,Male,,High school graduate,White/Caucasian,,Employed full-time,,Independent
XeBP6j,25-34 years old,1,"At the office, At home",True,True,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Medium,Medium,Full caffeine,6.0,2.0,3.0,5.0,Cherries,4.0,2.0,3.0,Milk Chocolate,4.0,1.0,2.0,Woody dark chocolate,1.0,4.0,5.0,Very Fruity,Coffee A,Coffee A,Coffee C,I do a mix of both,<$20,"It tastes good, It makes me go to the bathroom, I need the caffeine",True,True,False,True,False,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,1,Democrat
6dQEGk,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bright,Very strong,Medium,Full caffeine,7.0,1.0,4.0,3.0,,3.0,4.0,3.0,,3.0,4.0,4.0,,2.0,3.0,3.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,2,Democrat
zKQ6Za,25-34 years old,3,"At home, At the office",True,True,False,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Medium,Light,Full caffeine,6.0,2.0,2.0,4.0,,4.0,2.0,3.0,Preferred in the mornings when I want that extra bitter kick,3.0,2.0,4.0,,2.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
lN0LKk,18-24 years old,2,"On the go, At the office, At a cafe, At home",True,True,True,True,False,"Pour over, Cold brew, Coffee extract (e.g. Cometeer), French press",True,True,False,False,False,False,False,True,True,False,,"Other, Local cafe",False,True,False,False,False,True,"Online (Amazon, Cometeer, Sey, Stumptown, Oren's Coffee, etc.)",Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Light,Half caff,7.0,1.0,4.0,5.0,,2.0,2.0,4.0,,2.0,2.0,4.0,,1.0,2.0,3.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$4-$6,$4-$6,No,$300-$500,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,Democrat
oAVj65,25-34 years old,2,"At home, On the go, At a cafe",True,False,True,True,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",True,False,False,True,False,False,,Iced coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,"Oat milk, Whole milk",True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,7.0,2.0,4.0,4.0,"Dark chocolate, blackberry, brown sugar, plum",3.0,3.0,4.0,"Milk chocolate, honey, balanced, neutral.",3.0,2.0,3.0,"Woody, caramel, brown butter, sweet, pear.",1.0,4.0,2.0,"Fruit punch, cherry, plum, fermented.",Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation
jB9AEQ,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat light,Light,Full caffeine,8.0,2.0,3.0,4.0,,4.0,2.0,2.0,,4.0,2.0,2.0,,2.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,More than $20,No,"More than $1,000",Yes,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
RzBqyp,25-34 years old,2,At home,True,False,False,False,False,"Espresso, Pour over, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Somewhat strong,Light,Full caffeine,6.0,3.0,3.0,3.0,Stone fruit,2.0,2.0,1.0,"Earthy, coca, ashy",3.0,4.0,3.0,Fruity,2.0,5.0,5.0,"Fruity, citrus",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,More than $20,More than $20,No,$500-$1000,Yes,Male,,Bachelor's degree,Black/African American,,Employed full-time,2,Independent
g5N6BN,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Iced coffee,,Sugar or sweetener,False,False,True,False,False,,,,,,,,,,,,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Full Bodied,Medium,Light,Decaf,2.0,1.0,1.0,4.0,Sweeter. Flowery,3.0,4.0,5.0,"Dirt? Liked at beginning and end, not the middle. Very nice aroma",4.0,2.0,3.0,Milk chocolate,4.0,3.0,3.0,Tart,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,True,False,False,False,False,,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
lNlkBN,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Half caff,3.0,3.0,4.0,1.0,,4.0,2.0,3.0,,2.0,4.0,2.0,,3.0,3.0,3.0,,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$4-$6,$2-$4,No,$20-$50,No,Female,,Master's degree,White/Caucasian,,Employed full-time,2,Republican
GrozzO,18-24 years old,1,At home,True,False,False,False,False,Other,False,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Blended drink (e.g. Frappuccino),,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,Stevia,False,False,False,False,True,False,False,False,,,,,,,,,Full Bodied,Somewhat strong,Medium,Decaf,4.0,1.0,3.0,1.0,Baked Beans,2.0,1.0,4.0,Cacao,4.0,1.0,3.0,Almond,1.0,4.0,1.0,Elderberry,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,It tastes good,True,False,False,False,False,,Yes,No,$4-$6,$4-$6,Yes,$50-$100,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican
QAvzjk,18-24 years old,2,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Oat milk, Whole milk",True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,"citrussy, sweet",4.0,2.0,3.0,"earthy, light texture",2.0,2.0,4.0,"muted, tropical, balanced",2.0,5.0,2.0,"fruity, fermented, strong",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,No,$20-$50,Yes,Male,,Master's degree,Asian/Pacific Islander,,Student,,Democrat
kYRqad,45-54 years old,3,"At the office, At home",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,3.0,4.0,4.0,Blueberry Cobbler,4.0,3.0,2.0,"Chocolate, Black Tea",3.0,2.0,2.0,"Baked Apple, Apple",2.0,4.0,5.0,"Fruity Pebbles, Red Grape",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
